TEAM NAME,SLOT,TYPE,TEXTURE,FILENAME
clemson,ALL,TEAM,glove-team-1.png,ed604dcd31bc5fd8-510a1205a30d0c3c-000059d3.png
clemson,ALL,TEAM,glove-team-2.png,ed604dcd31bc5fd8-2acf8727c9ce10d5-000059d3.png
